37;Recién nacido;Resultado de tamizaje auditivo neonatal;2;N;"0 -No aplica
4 -No pasó
5 -Pasó
21-Riesgo no evaluado";"La opción 0 se usa en población no sujeto de la actividad.

La opción 21 se usa cuando reporta un recién nacido al que no se le ha realizado el tamizaje o cuando se sabe de la realización, pero no se tiene exactitud de la fecha.";Generar error si la variable 37 = 4 ó 5 Y la variable 69  <= 1900-01-01;Error539;Si registra Resultado de tamizaje auditivo neonatal, debe registrar fecha de tamizaje;Variables 37, 69;
;;;;;;;Generar error si la variable 37 registra valor <> 0, 4, 5 ó 21;Error540;Error en valores permitidos - Resultado de tamizaje auditivo neonatal;Variable 37;
;;;;;;;Generar warning cuando la variable 69 > 1900-01-01 Y la edad calculada > 30 días Y la variable 37 = 4 ó 5.;Warning541;Verifique la actividad -resultado tamizaje auditivo neonatal- reportada en población mayor a 30 días;Variables 37, 69, Edad calculada;
;;;;;;;Generar error si la variable 37 = 21 Y (la variable 69 <>  (1800-01-01 ó 1805-01-01 ó 1810-01-01 ó 1825-01-01 ó 1830-01-01 ó 1835-01-01);Error542;Si Resultado de tamizaje auditivo neonatal es 21, debe registrar un comodín que indique no realización o sin dato en fecha de tamizaje;Variables 37, 69;
38;Recién nacido;Resultado de tamizaje visual neonatal;2;N;"0 -No aplica
4 -Alterado
5 -Normal
21-Riesgo no evaluado";"La opción 0 se usa en población no sujeto de la actividad.

La opción 21 se usa cuando reporta un recién nacido al que no se le ha realizado el tamizaje o cuando se sabe de la realización, pero no se tiene exactitud de la fecha.";Generar error si la variable 38 = 4 ó 5 Y la variable 75  <= 1900-01-01;Error543;Si registra Resultado de tamizaje visual neonatal, debe registrar fecha de tamizaje;Variables 38, 75;
;;;;;;;Generar error si la variable 38 registra valor <> 0, 4, 5 ó 21;Error544;Error en valores permitidos - Resultado de tamizaje visual neonatal;Variable 38;
;;;;;;;Generar warning cuando la variable 75 > 1900-01-01 Y la edad calculada > 30 días Y la variable 38 = 4 ó 5.;Warning545;Verifique la actividad -resultado de tamizaje visual neonatal- reportada en población mayor a 30 días;Variables 38, 75, Edad calculada;
;;;;;;;Generar error si la variable 38 = 21 Y la variable 75 <> (1800-01-01 ó 1805-01-01 ó 1810-01-01 ó 1825-01-01 ó 1830-01-01 ó 1835-01-01);Error546;Si Resultado de tamizaje visual neonatal es riesgo no evaluado, debe registrar un comodín que indique no realización o sin dato en fecha del tamizaje;Variables 38, 75;
39;No aplica para el reporte;DPT menores de 5 años;2;N;0-No aplica;Se debe registrar la opción 0 a todas las personas reportadas;Generar error si la variable 39 <> 0;Error574;Error en valores permitidos - DPT menores de 5 años;Variable 39;
40;Test 0 a 12 años;Resultado de tamizaje VALE;2;N;"0 -No aplica
4 -Falla
5 -Pasa
21-Riesgo no evaluado
";"La opción 0 se usa cuando reporta población mayor o igual a 13 años.

La opción 21 se usa cuando reporta población menor o igual a 12 años (desde 0 hasta 12 años 11 meses y 29 días), pero:
-No se realizó o no se tiene información con respecto a la aplicación del test.
-No está reportando una fecha de tamizaje VALE. En ese caso, debe reportar un comodín que indique la no realización o sin dato en Fecha de tamizaje VALE.";Generar error si la variable 40 = 4 ó 5 Y (la edad calculada >= 13 años ó la variable 63 <= 1900-01-01);Error548;Si registra Resultado de tamizaje VALE, debe registrar Fecha de tamizaje VALE y ser menor a 13 años (hasta 12 años, 11 meses y 29 días);Variables 40, 63, Edad calculada;
;;;;;;;Generar error si la variable 40 registra valor <> 0, 4, 5, 21;Error549;Error en valores permitidos - Resultado de tamizaje VALE;Variable 40;
;;;;;;;Generar error si la variable 40 = 0 Y (la edad < 13 años ó la variable 63 <> 1845-01-01);Error550;Si Resultado de tamizaje VALE no aplica, debe registrar Fecha de tamizaje VALE  no aplica y ser mayor de 12 años;Variables 40, 63, Edad calculada;
;;;;;;;Generar error si la variable 40 = 21 Y ( la edad calculada >= 13 años ó la variable 63  <> ( 1800-01-01 ó 1805-01-01 ó 1810-01-01 ó 1825-01-01 ó 1830-01-01 ó 1835-01-01));Error551;Si Resultado de tamizaje VALE es 21, debe ser menor a 13 años y registrar comodín que indique no realización o sin dato en fecha del tamizaje;Variables 40, 63, Edad calculada;
41;No aplica para el reporte;Neumococo;2;N;0-No aplica;Se debe registrar la opción 0 a todas las personas reportadas;Generar error si la variable 41 <> 0;Error552;Error en valores permitidos -Neumococo;Variable 41;
42;Toda la población;Resultado de tamizaje para hepatitis C;2;N;"0 -No aplica
4 -Reactivo
5 -No reactivo
21-Riesgo no evaluado
";"Registre el resultado del tamizaje realizado a: personas mayores de 50 años o población general identificada con trasfusión de sangre antes de 1996.

·La opción 21 se usa en población sujeto a la que no se está reportando la realización de la prueba o cuando se sabe de la realización de la prueba, pero se desconoce la fecha.";"Generar error si variable 110 > 1900-01-01 Y  variable 42 = 0 ó 21
";Error553;Si registrar Fecha de tamizaje de hepatitis C, debe registrar un resultado de tamizaje para hepatitis C;Variables 42, 110;
;;;;;;;Generar error si la variable 110 = (1800-01-01 ó 1805-01-01 ó  1810-01-01 ó 1825-01-01 ó 1830-01-01 ó 1835-01-01) Y la variable 42 <> 21;Error554;Si registra un comodín que indique no realización o sin dato en Fecha de tamizaje, registre 21 en Resultado de tamizaje para hepatitis C;Variables 42, 110;
;;;;;;;Generar error si el año de nacimiento >1996 Y (la variable 42 <> 0 ó la variable 110 <> 1845-01-01);Warning555;Verifique la actividad -Resultado de tamizaje para hepatitis C- reportada en población nacida después de 1996;Variables 9, 42, 110;
;;;;;;;Generar error si la variable 110 = 1845-01-01 Y  la variable 42 <> 0;Error556;Si Fecha de tamizaje de Hepatitis C no aplica, Resultado de tamizaje no aplica.;Variables 42, 110;
;;;;;;;Generar error si la variable 42 registra valor <> 0, 4, 5, 21;Error557;Error en valores permitidos - Resultado de tamizaje para hepatitis C;Variable 42;
43;Test 0 a 7 años;Resultado de escala abreviada de desarrollo área de motricidad gruesa;2;N;"0 -No aplica
3 -Sospecha de problemas de desarrollo
4 -Riesgo de problemas de desarrollo
5 -Desarrollo esperado para la edad
21-Riesgo no evaluado";"La opción 0 se usa cuando reporta población mayor o igual a 8 años.

La opción 21 se usa cuando reporta población menor o igual a 7 años (desde 0 hasta 7 años 11 meses y 29 días), pero:
-No se realizó o no se tiene información con respecto a la aplicación del test.
-Aunque está reportando una fecha de valoración integral, no se aplicó la escala de desarrollo abreviado durante la valoración.";Generar error si la variable 43 = 3 ó 4 ó 5 Y la variable 52  <= 1900-01-01;Error558;Si registra Resultado de escala abreviada de desarrollo área de motricidad gruesa, debe registrar una fecha de consulta de valoración integral válida;Variables 43, 52;
;;;;;;;Generar error si la variable 43 registra valor <> 0, 3, 4, 5 ó 21.;Error559;Error en valores permitidos -Resultado de escala abreviada de desarrollo área de motricidad gruesa;Variable 43;
;;;;;;;Generar error cuando (la variable 43 = 3, 4, 5 ó 21 Y la edad calculada >= 8 años) O (la variable 43 = 0 Y la edad calculada <8 años) ;Error560;Verifique el resultado de escala abreviada de desarrollo área de motricidad gruesa, de acuerdo a la edad;Variable 43, Edad calculada;
;;;;;;;Generar error si la variable 52 <> (1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01) Y la variable 43 = 21 Y la edad calculada < 8 años ;Warning561;Se reportó fecha consulta de valoración integral al niño de 0 a 7 años, sin reporte de Resultado escala abreviada desarrollo área motricidad gruesa;Variables 43, 52, Edad calculada;
44;Test 0 a 7 años;Resultado de escala abreviada de desarrollo área de motricidad finoadaptativa;2;N;"0 -No aplica
3 -Sospecha de problemas de desarrollo
4 -Riesgo de problemas de desarrollo
5 -Desarrollo esperado para la edad
21-Riesgo no evaluado";"La opción 0 se usa cuando reporta población mayor o igual a 8 años.

La opción 21 se usa cuando reporta población menor o igual a 7 años (desde 0 hasta 7 años 11 meses y 29 días), pero:
-No se realizó o no se tiene información con respecto a la aplicación del test.
-Aunque está reportando una fecha de valoración integral, no se aplicó la escala de desarrollo abreviado durante la valoración.";Generar error si la variable 44 = (3 ó 4 ó 5) Y la variable 52  <= 1900-01-01;Error562;Si registra Resultado escala abreviada desarrollo área motricidad finoadaptativa, debe registrar una fecha de consulta de valoración integral válida;Variables 44, 52;
;;;;;;;Generar error si la variable 44 registra valor <> 0, 3, 4, 5 ó 21.;Error563;Error en valores permitidos -Resultado de escala abreviada de desarrollo área de motricidad finoadaptativa;Variable 44;
;;;;;;;Generar error cuando (la variable 44 = 3, 4, 5 ó 21 Y la edad calculada >= 8 años) O (la variable 44 = 0 Y la edad calculada < 8 años) ;Error564;Verifique el resultado de escala abreviada de desarrollo área de motricidad finoadaptativa, de acuerdo a la edad;Variable 44, Edad calculada;
;;;;;;;Generar error si la variable 52 <> (1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01) Y la variable 44 = 21 Y la edad calculada < 8 años ;Warning565;Se reportó fecha consulta de valoración integral a niño de 0 a 7 años, sin reporte de Resultado escala abreviada desarrollo motricidad finoadaptativa ;Variables 44, 52, Edad calculada;
45;Test 0 a 7 años;Resultado de escala abreviada de desarrollo área personal social;2;N;"0 -No aplica
3 -Sospecha de problemas de desarrollo
4 -Riesgo de problemas de desarrollo
5 -Desarrollo esperado para la edad
21-Riesgo no evaluado";"La opción 0 se usa cuando reporta población mayor o igual a 8 años.

La opción 21 se usa cuando reporta población menor o igual a 7 años (desde 0 hasta 7 años 11 meses y 29 días), pero:
-No se realizó o no se tiene información con respecto a la aplicación del test.
-Aunque está reportando una fecha de valoración integral, no se aplicó la escala de desarrollo abreviado durante la valoración.";Generar error si la variable 45 = (3 ó 4 ó 5) Y la variable 52  <= 1900-01-01;Error566;Si registra Resultado de escala abreviada de desarrollo área personal social, debe registrar una fecha de consulta de valoración integral válida;Variables 45, 52;
;;;;;;;Generar error si la variable 45 registra valor <> 0, 3, 4, 5 ó 21.;Error567;Error en valores permitidos -Resultado de escala abreviada de desarrollo área personal social;Variable 45;
;;;;;;;Generar error cuando (la variable 45 = 3, 4, 5 ó 21 Y la edad calculada >=8 años) O (la variable 45 = 0 Y la edad calculada < 8 años) ;Error568;Verifique el resultado de escala abreviada de desarrollo área personal social, de acuerdo con la edad;Variable 45, Edad calculada;
;;;;;;;Generar error si la variable 52 <> (1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01) Y la variable 45 = 21 Y la edad calculada < 8 años ;Warning569;Se reportó fecha consulta de valoración integral a niño de 0 a 7 años, sin reporte de Resultado de escala abreviada de desarrollo área personal social;Variable 45, 52, Edad calculada;
46;Test 0 a 7 años;Resultado de escala abreviada de desarrollo área de motricidad audición lenguaje;2;N;"0 -No aplica
3 -Sospecha de problemas de desarrollo
4 -Riesgo de problemas de desarrollo
5 -Desarrollo esperado para la edad
21-Riesgo no evaluado";"La opción 0 se usa cuando reporta población mayor o igual a 8 años.

La opción 21 se usa cuando reporta población menor o igual a 7 años (desde 0 hasta 7 años 11 meses y 29 días), pero:
-No se realizó o no se tiene información con respecto a la aplicación del test.
-Aunque está reportando una fecha de valoración integral, no se aplicó la escala de desarrollo abreviado durante la valoración.";Generar error si la variable 46 = 3 ó 4 ó 5 Y la variable 52  <= 1900-01-01;Error570;Si registra Resultado escala abreviada de desarrollo área motricidad audición lenguaje, registre una fecha de consulta de valoración integral válida;Variables 46, 52;
;;;;;;;Generar error si la variable 46 registra valor <> 0, 3, 4, 5 ó 21.;Error571;Error en valores permitidos -Resultado de escala abreviada de desarrollo área de motricidad audición lenguaje;Variable 46;
;;;;;;;Generar error cuando (la variable 46 = 3, 4, 5 ó 21 Y la edad calculada >=8 años) O (la variable 46 = 0 Y la edad calculada < 8 años) ;Error572;Verifique el resultado de escala abreviada de desarrollo área de motricidad audición lenguaje, de acuerdo a la edad;Variable 46, Edad calculada;
;;;;;;;Generar error si la variable 52 <> (1800-01-01, 1805-01-01, 1810-01-01, 1825-01-01, 1830-01-01 ó 1835-01-01) Y la variable 46 = 21 Y la edad calculada < 8 años ;Warning573;Se reportó fecha consulta de valoración integral a niño de 0 a 7 años, sin Resultado de escala abreviada de desarrollo área motricidad audic. lenguaje;Variable 46, 52, Edad calculada;
47;Ca cervix;Tratamiento ablativo o de escisión posterior a la realización de la técnica de inspección visual (Crioterapia o LETZ);2;N;"0 -No aplica
6 -Sí, se realizó tratamiento ablativo
7 -Sí, se realizó tratamiento de escisión
8 -Sí, se realizó tratamiento homologable a ablativo o de escisión
9 -No se realizó ablación, escisión, ni tratamiento homologable, se requiere de otro procedimiento
10-No se realizó ablación ni escisión por otras razones
21-Registro no evaluado";"Registre el tipo de tratamiento cuando haya realizado tamizaje de cáncer de cuello uterino usando técnica de inspección visual y el resultado fue positivo.
 
La opción 0 se usa en las personas no objeto de la actividad: sexo masculino, mujeres menores de 10 años o mujeres mayores de 10 años a las que no se realizó tamizaje de cáncer de cuello uterino o a las que se realizó usando técnica diferente a la inspección visual.

La opción 9 se usa si la mujer requiere otro procedimiento o fue remitida al especialista.

La opción 21 se usa cuando se sabe del resultado positivo en la técnica de inspección visual pero no se sabe el tratamiento.";Validar que si la variable 86=3 y  variable 88 = 19, la variable 47 debe registrar valor = 0;Error673;Si el resultado de la técnica de inspección visual es positivo, debe registrar tratamiento.;Variables 47, 88;
;;;;;;;Generar error si la variable 88 <>  19 Y la variable 47 <>  0;Error575;Si el resultado de la técnica de inspección visual es negativo o usó otra técnica, debe registrar no aplica en tratamiento ablativo o escisión.;Variables 47, 88;
;;;;;;;Generar error cuando la variable 47 <> 0 Y la variable 10 <>  F;Error047;Si reporta Tratamiento ablativo o de escisión posterior a la realización técnica de inspección visual (Crioterapia o LETZ) , el sexo debe ser F;Variables 10, 47;
;;;;;;;Generar error si la variable 47 registra valor <> 0, 6, 7, 8, 9, 10 ó 21.;Error576;Error en valores permitidos -Tratamiento ablativo o de escisión posterior a la realización técnica de inspección visual (Crioterapia o LETZ);Variable 47;
48;Recién nacido;Resultado de tamización con oximetría pre y post ductal;2;N;"0 -No aplica
4 -Alterado
5 -Normal
21-Riesgo no evaluado";"La opción 0 se usa en población no sujeto de la actividad.

La opción 21 se usa cuando reporta un recién nacido al que no se le ha realizado el tamizaje o cuando se sabe de la realización, pero no se tiene exactitud de la fecha.";Generar error si la variable 48 = 4 ó 5 Y la variable 65  <= 1900-01-01;Error578;Si registra Resultado de tamización con oximetría pre y post ductal, debe registrar la fecha del tamizaje;Variables 48, 65;
;;;;;;;Generar error si la variable 48 registra valor <> 0, 4, 5 ó 21;Error579;Error en valores permitidos - Resultado de tamización con oximetría pre y post ductal;Variable 48;
;;;;;;;Generar warning cuando la variable 65 > 1900-01-01 Y la edad calculada > 30 días Y la variable 48 = 4 ó 5.;Warning580;Verifique la actividad -resultado de tamizaje visual neonatal- reportada en población mayor a 30 días;Variables 48, 65, Edad calculada;
;;;;;;;Generar error si la variable 48 = 21  Y la variable 65  <>  (1800-01-01 ó 1805-01-01 ó 1810-01-01 ó 1825-01-01 ó 1830-01-01 ó 1835-01-01);Error581;Si Resultado de tamización con oximetría pre y pos ductual es 21, registre un comodín que indique no realización o sin dato en la fecha del tamizaje;Variables 48, 65;
49;Gestación;Fecha de atención parto o cesárea;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01 
·Si no aplica registrar 1845-01-01";"La opción 1800-01-01 se usa cuando no se tiene información con respecto a la realización de la actividad o cuando se sabe que hubo atención, pero se desconoce la fecha.

La opción 1845-01-01 se usa en población NO gestante (cuando la variable 14 registra 0, 2 o 21) y sexo masculino. También se usa cuando siendo gestante aún no ha tenido el parto

Nota: si durante el periodo a reportar realizó actividades correspondientes al último trimestre de gestación y además se atendió el parto/cesárea y ya tuvo salida, registre la opción 1 en la variable de gestación, reporte las variables relacionadas con las actividades durante la gestación y reporte la fecha de la atención y salida del parto ó cesarea. Si reporta únicamente la atención del parto ó cesárea y la salida, registre la opción 2 en la variable Gestación.";Generar error cuando la variable 49 <> 1845-01-01 Y la variable 10 <>  F;Error049;Si registra Fecha de atención parto o cesárea, el sexo debe ser F;Variables 10, 49;
;;;1;N;;;Gerenar error cuando variable 49 > Fecha de corte;Error123;Fecha atención parto o cesárea es mayor a la fecha de corte del reporte;Variable 49, Fecha de corte;
;;;1;N;;;La fecha registrada en la variable 49 debe ser > fecha de la variable 9;Error173;Fecha atención parto o cesárea es menor a la fecha de nacimiento;Variables 9, 49;
;;;1;N;;;Validar que si la variable 49 <> 1845-01-01, la edad calculada debe ser >= 10 años y < 60 años;Error294;Si registra Fecha de atención parto ó cesárea, debe ser mayor o igual de 10 años y menor de 60 años;Variables 49, Edad calculada;
;;;1;N;;;Validar que si la fecha en la variable 49 <> 1845-01-01, la variable 50 debe registrar fecha <> 1845-01-01;Error296;Si registra fecha de atención parto ó cesárea, debe registrar fecha de salida de atención parto o cesárea;Variables 49, 50;
;;;;;;;Validar contenido de fecha en la variable 49;Error425;contenido en el campo FechaPartoCesarea no válido;Variable 49;
;;;1;N;;;Validar comodines: en esta variable excepcionalmente solo se permite registrar comodines 1800-01-01 y 1845-01-01.;Error383;Comodín inválido - Fecha atención parto o cesárea;Variable 49;
50;Gestación;Fecha de salida de atención parto o cesárea;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01 
·Si no aplica registrar 1845-01-01";"Registre la fecha de salida de la institución, sin importar si corresponde a la misma fecha de la atención del parto.

La opción 1800-01-01 se usa cuando no se tiene información con respecto a la realización de la actividad o cuando se sabe que hubo atención, pero se desconoce la fecha.

La opción 1845-01-01 se usa en población NO gestante y sexo masculino (cuando la variable 14 registra 0, 2 o 21). También se usa cuando siendo gestante aún no ha tenido el parto.";Validar que si la variable 50 <> 1845-01-01, la variable 10 debe registrar F;Error050;Si registra fecha de salida de atención de parto el sexo debe ser F;Varliables 10, 50;
;;;;;;;Gerenar error cuando variable 50 > Fecha de corte;Error124; Fecha salida del parto o cesárea es mayor a la fecha de corte;Variable 50, Fecha de corte;
;;;;;;;La fecha registrada en la variable 50 debe ser > fecha de la variable 9;Error174;Fecha salida del parto o cesárea es menor a la fecha de nacimiento;Variables 9, 50;
;;;;;;;Validar que si la variable 50 <> 1845-01-01, la edad calculada debe ser >= 10 años y < 60 años;Error299;Si registra Fecha de salida de atención parto o cesárea, debe ser mayor o igual de 10 años y menor de 60 años;Variable 50, Edad calculada;
;;;;;;;Validar que si las variables 49 y 50 registran una fecha > 1900-01-01, la fecha registrada en la variable 49 debe ser <= la fecha registrada en la variable 50;Error300;Fecha de salida de parto es menor a fecha de atención del parto;Variables 49, 50;
;;;;;;;Generar error si la variable 50 <> (1845-01-01 ó 1800-01-01) Y (la variable 49 = 1845-01-01 ó la variable 49 = 1800-01-01;Error301;Si registra Fecha de salida de atención parto o cesárea, debe registrar Fecha de atención parto o cesárea;Variables 49, 50;
;;;;;;;Validar contenido de fecha en la variable 50;Error426;contenido en el campo FechaSalidaPartoCesarea  no válido;Variable 50;
;;;;;;;Validar comodines: en esta variable de manera excepcional solo se permite registrar comodines 1800-01-01 y 1845-01-01.;Error384;Comodín inválido - Fecha salida del parto o cesárea;Variable 50;
51;Gestación y hasta menos de 7 meses;Fecha de atención en salud para la promoción y apoyo de la lactancia materna;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"Registre la atención realizada a:
-Gestantes sin importar si se realiza en el control prenatal o intraparto.
-Niños hasta los 6 meses de edad cuando se realiza de manera efectiva a la mujer en periodo de lactancia y/o a las personas significativas.

La opción 1800-01-01 se usa cuando no se tiene información con respecto a la realización de la actividad o cuando se sabe que hubo atención, pero se desconoce la fecha.

La opción 1845-01-01 se usa en población >= 7 meses de edad, excepto población gestante.

";Generar error si la variable 51 <> 1845-01-01 Y la variable 10 = M Y  la edad calculada >=7 meses;Error051;Registre Fecha atención en salud para la promoción y apoyo de la lactancia materna no aplica a personas de sexo M con edad mayor a 7 meses;Variables 10, 51, Edad calculada;
;;;1;N;;;Gerenar error cuando variable 51 > Fecha de corte;Error125;Fecha atención en salud para la promoción y apoyo de la lactancia materna es mayor a la fecha de corte del reporte;Variable 51, Fecha de corte;
;;;1;N;;;Generar error si la fecha registrada en la variable 51 <= la fecha registrada en la variable 9 (excepto comodines);Error175;Fecha atención en salud para la promoción y apoyo de la lactancia materna es menor a la fecha de nacimiento;Variables 9, 51;
;;;1;N;;;Validar comodines;Error385;Comodín inválido - Fecha atención en salud para la promoción y apoyo de la lactancia materna;Variable 51;
;;;;;;;Validar contenido de fecha en la variable 51;Error427;contenido en el campo fecha de atención para la consejería en lactancia materna  no válido;Variable 51;
;;;1;N;;;Generar error si la variable 14 <> 1 Y la edad calculada >= 7 meses Y la variable 51 <> 1845-01-01;Error583;La atención en salud para la promoción y apoyo de la lactancia materna no aplica para la edad de la persona porque no es gestante;Variables 14, 51, Edad calculada;
52;Toda la población;Fecha de consulta de valoración integral;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"Registre la fecha de la intervención de valoración integral para la atención en salud por medicina general, medicina familiar, pediatría o enfermería, de acuerdo al momento de curso de vida.

La opción 1800-01-01 se usa cuando no se tiene información con respecto a la atención o cuando se sabe de su realización, pero se desconoce la fecha.

La opción 1845-01-01 se usa en población que no es sujeto de la atención.";Gerenar error cuando variable 52 > Fecha de corte;Error126;Fecha de consulta de valoración integral es mayor a la fecha de corte;Variable 52, Fecha de corte;
;;;1;N;;;Generar error si la fecha registrada en la variable 52 <= la fecha registrada en la variable 9 (excepto comodines);Error176;Fecha de consulta de valoración integral es menor a la fecha de nacimiento;Variables 9, 52;
;;;;;;;Validar contenido de fecha en la variable 52;Error447;contenido en el campo Consulta de valoración integral no válido;Variable 52;
;;;1;N;;;Validar comodines;Error386;Comodín inválido - Fecha de consulta de valoración integral;Variable 52;
53;Anticoncepción 10 a 60 años;"Fecha de atención en salud para la asesoría en anticoncepción
";10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"El reporte de esta actividad aplica para hombres y mujeres.

La opción 1800-01-01 se usa cuando no se tiene información con respecto a la atención o cuando se sabe que hubo atención, pero se desconoce la fecha.

La opción 1845-01-01 se usa en población que no es objeto de la actividad

";Generar error si la variable 53 <> 1845-01-01 Y la edad calculada < 10  años;Error304;Verifique la actividad Fecha de Atención en salud para la asesoría en anticoncepción reportada en población menor de 10 años;Variable 53, Edad calculada;
;;;1;N;;;Generar error si la variable 53 = 1845-01-01 Y la edad calculada > = 10  años;Error305;"Verifique la Fecha de Atención en salud para la asesoría en anticoncepción con reporte ""no aplica"" en población mayor o igual de 10 años";Variable 53, Edad calculada;
;;;1;N;;;Gerenar error cuando variable 53 > Fecha de corte;Error127;La fecha de la Atención en salud para la asesoría en anticoncepción es mayor a la fecha de corte;Variable 53, Fecha de corte;
;;;1;N;;;Generar error si la fecha registrada en la variable 53 <= la fecha registrada en la variable 9 (excepto comodines);Error177;La fecha de la Atención en salud para la asesoría en anticoncepción es menor a la fecha de nacimiento;Variables 9, 53;
;;;;;;;Validar contenido de fecha en la variable 53;Error448;contenido en el campo Fecha de atención para la asesoría en anticoncepción no válido;Variable 53;
;;;1;N;;;Validar comodines;Error387;Comodín inválido - Atención en salud para la asesoría en anticoncepción;Variable 53;
54;Anticoncepción 10 a 60 años;Suministro de método anticonceptivo;2;N;"0 -No aplica
1 -Dispositivo intrauterino
2 -Dispositivo intrauterino y preservativo
3 -Implante subdérmico
4 -Implante subdérmico y preservativo
5 -Oral
6 -Oral y preservativo
7 -Inyectable mensual
8 -Inyectable mensual y preservativo 
9 -Inyectable trimestral
10-Inyectable trimestral y preservativo
11-Emergencia
12-Emergencia y preservativo
13-Esterilización
14-Esterilización y preservativo
15-Preservativo
16-No se suministra por una tradición
17-No se suministra por una condición de salud
18-No se suministra por negación de la usuaria
20-No se suministra por otras razones
21-Registro no evaluado";"Debe registrar el método anticonceptivo que se entrega al usuario según la elección realizada por él.

La opción 0 (No aplica) se usa para las personas reportadas que tienen edad < 10 años ó edad >= 60 años.

La opción 17 se usa para el caso de las mujeres con histerectomía a las cuales no se suministra método.

Si reporta una persona con método de planificación definitivo, registre la opción 13 o 14 en la variable 54, según sea el caso, y en la variable 55 registre la fecha de realización si la conoce.";"Validar que si la variable 55 <> 1845-01-01, la variable 54 debe ser <> 0
";Error309;Si registra fecha de suministro de método anticonceptivo, debe registra un dato diferente a 0 en el suministro;Variables 54, 55;
;;;;;;;Generar error si la variable 54 <> 0 Y la variable 55 >1900-01-01 Y( la edad calculada < 10 años ó la edad calculada >=  60 años);Warning307;Si registra suministro de método, debe ser mayor o igual de 10 años y menor de 60 años;Variables 54, 55, Edad calculada;
;;;;;;;Generar error  si la variable 54 = 0 Y la edad calculada está en el rango entre 10 hasta 59 años;Error308;No es válido registrar no aplica en suministro de método anticonceptivo si la edad está entre 10 y 59 años ;Variables 54,  Edad calculada;
55;Anticoncepción 10 a 60 años;Fecha de suministro de método anticonceptivo;10;F;"AAAA-MM-DD
·Si no se tiene el dato registrar 1800-01-01
·Si no se realiza por una tradición registrar 1805-01-01
·Si no se realiza por una condición de salud registrar 1810-01-01
·Si no se realiza por negación del usuario registrar 1825-01-01
·Si no se realiza por tener datos de contacto del usuario no actualizados registrar 1830-01-01
·Si no se realiza por otras razones registrar 1835-01-01
·Si no aplica registrar 1845-01-01";"Esta actividad aplica para hombres y mujeres. Se debe registrar la fecha en que se realiza la entrega efectiva del método.
Para la entrega de métodos mensuales registrar la fecha de la ultima entrega efectiva

La opción 1800-01-01 se usa cuando se sabe del suministro de método anticonceptivo, pero se desconoce la fecha.

La opción 1845-01-01 se usa para las personas reportadas que tienen edad < 10 años ó edad >= 60 años.

Para el caso de los métodos de planificación definitiva en que no se tenga la fecha exacta se puede registrar de la siguiente manera:
• Si solo se tiene el año se coloca el día 01 del mes 01 y el dato del año que se tiene.
• Si se tiene el mes y el año se coloca el día 01 del mes y el año que se tiene.";"Validar que si la variable 55 = 1845-01-01, la variable 54 debe ser = 0
";Error306;Si resgistró no aplica (1845-01-01) en la fecha de suministro de método, debe registrar no aplica (0) en el método anticonceptivo suministrado. ;Variables 54, 55;
;;;;;;;Gerenar error cuando variable 55 > Fecha de corte;Error128;Fecha suministro método anticonceptivo es mayor a la fecha de corte del reporte;Variable 55, Fecha de corte;
;;;;;;;La fecha registrada en la variable 55 debe ser > a la fecha registrada en la variable 9 (excepto comodines);Error178;Fecha suministro método anticonceptivo es menor a la fecha de nacimiento;Variables 9, 55;
;;;;;;;Validar contenido de fecha en la variable 55;Error428;contenido en el campo FechaSuministroMetodoAnticonceptivo no válido;Variable 55;
;;;;;;;Validar comodines;Error388;Comodín inválido - Fecha suministro método anticonceptivo;Variable 55;
